Datetime,Close_Lev,Volume_Lev,Close_Inv,Volume_Inv,Close_Base
2024-11-20 14:30:00+00:00,589.8800048828125,2021568.0,42.599998474121094,247871.0,5912.89990234375
2024-11-20 14:35:00+00:00,588.22998046875,867800.0,42.72990036010742,66621.0,5895.169921875
2024-11-20 14:40:00+00:00,588.3099975585938,776998.0,42.720001220703125,75269.0,5896.39990234375
2024-11-20 14:45:00+00:00,588.2899780273438,597870.0,42.720001220703125,37359.0,5896.18994140625
2024-11-20 14:50:00+00:00,587.942626953125,470785.0,42.75,73012.0,5893.080078125
2024-11-20 14:55:00+00:00,587.4299926757812,380399.0,42.78499984741211,12210.0,5887.02978515625
2024-11-20 15:00:00+00:00,587.489990234375,431927.0,42.779998779296875,18291.0,5887.7001953125
2024-11-20 15:05:00+00:00,585.9761962890625,673783.0,42.900001525878906,56213.0,5872.669921875
2024-11-20 15:10:00+00:00,585.6599731445312,1109319.0,42.91999816894531,41894.0,5869.47998046875
2024-11-20 15:15:00+00:00,585.4099731445312,545814.0,42.93009948730469,52820.0,5867.419921875
2024-11-20 15:20:00+00:00,585.8300170898438,675180.0,42.900001525878906,67485.0,5871.43017578125
2024-11-20 15:25:00+00:00,585.7139282226562,684099.0,42.90999984741211,30717.0,5870.97998046875
2024-11-20 15:30:00+00:00,586.489990234375,700965.0,42.845001220703125,213814.0,5878.56005859375
2024-11-20 15:35:00+00:00,587.090087890625,548270.0,42.81010055541992,54379.0,5883.89990234375
2024-11-20 15:40:00+00:00,586.8499755859375,426100.0,42.83330154418945,233684.0,5881.33984375
2024-11-20 15:45:00+00:00,587.2399291992188,2338446.0,42.79999923706055,19034.0,5886.39013671875
2024-11-20 15:50:00+00:00,587.1500244140625,592675.0,42.814998626708984,17674.0,5885.08984375
2024-11-20 15:55:00+00:00,587.4099731445312,881776.0,42.78499984741211,53033.0,5887.47998046875
2024-11-20 16:00:00+00:00,587.2276000976562,396933.0,42.79999923706055,242179.0,5886.1201171875
2024-11-20 16:05:00+00:00,586.864990234375,664654.0,42.81999969482422,172497.0,5882.43994140625
2024-11-20 16:10:00+00:00,586.510009765625,465864.0,42.850101470947266,161951.0,5877.83984375
2024-11-20 16:15:00+00:00,586.7000122070312,189918.0,42.849998474121094,13212.0,5879.830078125
2024-11-20 16:20:00+00:00,586.5006713867188,171823.0,42.849998474121094,13599.0,5878.68017578125
2024-11-20 16:25:00+00:00,585.8699951171875,288092.0,42.89500045776367,50574.0,5872.740234375
2024-11-20 16:30:00+00:00,585.8994750976562,347274.0,42.900001525878906,7507.0,5872.18017578125
2024-11-20 16:35:00+00:00,586.4600219726562,452630.0,42.849998474121094,13828.0,5878.240234375
2024-11-20 16:40:00+00:00,587.3599853515625,312795.0,42.790000915527344,21887.0,5886.0400390625
2024-11-20 16:45:00+00:00,587.97998046875,308735.0,42.7400016784668,13893.0,5892.669921875
2024-11-20 16:50:00+00:00,588.5,529621.0,42.71500015258789,18910.0,5898.39990234375
2024-11-20 16:55:00+00:00,588.3599853515625,288360.0,42.720001220703125,3939.0,5897.06982421875
2024-11-20 17:00:00+00:00,588.1400146484375,432961.0,42.744998931884766,93925.0,5894.22021484375
2024-11-20 17:05:00+00:00,587.8200073242188,241491.0,42.755001068115234,33072.0,5891.27978515625
2024-11-20 17:10:00+00:00,587.219970703125,353183.0,42.79999923706055,26128.0,5885.5400390625
2024-11-20 17:15:00+00:00,586.8599853515625,284525.0,42.820098876953125,3747.0,5882.1201171875
2024-11-20 17:20:00+00:00,586.510009765625,321740.0,42.851600646972656,6705.0,5878.490234375
2024-11-20 17:25:00+00:00,587.2050170898438,379872.0,42.79999923706055,31494.0,5885.18994140625
2024-11-20 17:30:00+00:00,587.5,187251.0,42.775001525878906,14842.0,5887.81005859375
2024-11-20 17:35:00+00:00,587.8599243164062,158171.0,42.755001068115234,27566.0,5891.14013671875
2024-11-20 17:40:00+00:00,587.5499877929688,188517.0,42.76020050048828,14428.0,5888.64990234375
2024-11-20 17:45:00+00:00,588.14501953125,173962.0,42.7400016784668,9237.0,5894.0498046875
2024-11-20 17:50:00+00:00,587.1699829101562,217430.0,42.79499816894531,41288.0,5886.39990234375
2024-11-20 17:55:00+00:00,587.0700073242188,234366.0,42.79999923706055,48841.0,5884.56005859375
2024-11-20 18:00:00+00:00,587.4099731445312,248122.0,42.79499816894531,159812.0,5886.43017578125
2024-11-20 18:05:00+00:00,587.1901245117188,241586.0,42.80500030517578,26191.0,5884.93994140625
2024-11-20 18:10:00+00:00,587.280029296875,259513.0,42.790000915527344,15091.0,5886.02978515625
2024-11-20 18:15:00+00:00,586.8200073242188,137407.0,42.81999969482422,16012.0,5881.5400390625
2024-11-20 18:20:00+00:00,587.3350219726562,253429.0,42.785499572753906,73454.0,5886.669921875
2024-11-20 18:25:00+00:00,587.5999755859375,651993.0,42.77389907836914,27481.0,5889.10009765625
2024-11-20 18:30:00+00:00,587.0700073242188,156353.0,42.790000915527344,4875.0,5883.9501953125
